ROWNUMBER,BOROUGH,NEIGHBORHOOD,BUILDING CLASS CATEGORY,TAX CLASS AT PRESENT,BLOCK,LOT,EASE-MENT,BUILDING CLASS AT PRESENT,ADDRESS,APARTMENT NUMBER,ZIP CODE,RESIDENTIAL UNITS,COMMERCIAL UNITS,TOTAL UNITS,YEAR BUILT,TAX CLASS AT TIME OF SALE,BUILDING CLASS AT TIME OF SALE,SALES_PRICE,SALE DATE
2489,1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS            ,2,44,1367, ,R4,20 PINE STREET,2705,10005,1,0,1,1928,2,R4,998.50,2017-01-09
2490,1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS            ,2,44,1376, ,R4,20 PINE STREET,2807,10005,1,0,1,1928,2,R4,1450.00,2017-08-17
2491,1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS            ,2,44,1381, ,R4,20 PINE STREET,2905,10005,1,0,1,1928,2,R4,0.00,2017-02-23
2492,1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS            ,2,52,1114, ,R4,119 CEDAR STREET,2B,10006,1,0,1,1913,2,R4,0.00,2017-04-05
2493,1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS            ,2,53,1042, ,R4,120 GREENWICH STREET,6C,10006,1,0,1,1903,2,R4,925.00,2017-02-28
2494,1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS            ,2,53,1045, ,R4,120 GREENWICH STREET,6F,10006,1,0,1,1903,2,R4,0.00,2016-12-30
2495,1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS            ,2,53,1060, ,R4,120 GREENWICH STREET,8C,10006,1,0,1,1903,2,R4,880.00,2016-09-23
2496,1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS            ,2,53,1075, ,R4,120 GREENWICH STREET,9J,10006,1,0,1,1903,2,R4,725.00,2016-12-09
2497,1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS            ,2,53,1085, ,R4,120 GREENWICH STREET,11A,10006,1,0,1,1903,2,R4,790.00,2016-11-30
2498,1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS            ,2,53,1089, ,R4,120 GREENWICH STREET,11E,10006,1,0,1,1903,2,R4,775.00,2017-07-25
2499,1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS            ,2,53,1091, ,R4,120 GREENWICH STREET,11G,10006,1,0,1,1903,2,R4,775.00,2017-08-03
2500,1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS            ,2,53,1095, ,R4,120 GREENWICH STREET,12B,10006,1,0,1,1903,2,R4,678.00,2017-05-16
2501,1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS            ,2,53,1103, ,R4,120 GREENWICH STREET,PHA,10006,1,0,1,1903,2,R4,832.50,2017-03-31
2502,1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS            ,2,53,1106, ,R4,120 GREENWICH STREET,PHD,10006,1,0,1,1903,2,R4,708.80,2016-09-15
2503,1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS            ,2,53,1220, ,R4,123 WASHINGTON STREET,35D,10006,1,0,1,2007,2,R4,1355.00,2016-09-27
2504,1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS            ,2,53,1228, ,R4,123 WASHINGTON STREET,36E,10006,1,0,1,2007,2,R4,1385.00,2017-04-24
2505,1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS            ,2,53,1243, ,R4,123 WASHINGTON STREET,38F,10006,1,0,1,2007,2,R4,1450.00,2017-08-09
2506,1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS            ,2,53,1280, ,R4,123 WASHINGTON STREET,43H,10006,1,0,1,2007,2,R4,0.00,2016-12-21
2507,1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS            ,2,53,1331, ,R4,123 WASHINGTON STREET,51G,10006,1,0,1,2007,2,R4,0.00,2017-05-01
2508,1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS            ,2,53,1340, ,R4,123 WASHINGTON STREET,PH53B,10006,1,0,1,2007,2,R4,2680.00,2017-02-13
2509,1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS            ,2,53,1346, ,R4,123 WASHINGTON STREET,PH54B,10006,1,0,1,2007,2,R4,2850.00,2017-05-31
2510,1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS            ,2,68,1020, ,R4,80 JOHN STREET,3H,10038,1,0,1,1927,2,R4,580.00,2017-02-20
2511,1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS            ,2,68,1027, ,R4,80 JOHN STREET,4F,10038,1,0,1,1927,2,R4,1212.50,2017-07-18
2512,1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS            ,2,68,1066, ,R4,80 JOHN STREET,8I,10038,1,0,1,1927,2,R4,1175.00,2016-10-24
2513,1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS            ,2,68,1071, ,R4,80 JOHN STREET,9E,10038,1,0,1,1927,2,R4,825.00,2017-01-23
2514,1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS            ,2,68,1091, ,R4,80 JOHN STREET,11H,10038,1,0,1,1927,2,R4,600.00,2016-11-02
2515,1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS            ,2,68,1118, ,R4,80 JOHN STREET,15D,10038,1,0,1,1927,2,R4,515.00,2016-11-07
2516,1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS            ,2,68,1123, ,R4,80 JOHN STREET,16D,10038,1,0,1,1927,2,R4,515.00,2016-10-27
2517,1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS            ,2,68,1128, ,R4,80 JOHN STREET,17D,10038,1,0,1,1927,2,R4,1240.00,2017-04-26
2518,1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS            ,2,68,1139, ,R4,80 JOHN STREET,21A,10038,1,0,1,1927,2,R4,1150.00,2017-06-27
2519,1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS            ,2,68,1141, ,R4,80 JOHN STREET,21C,10038,1,0,1,1927,2,R4,1150.00,2017-01-04
2520,1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS            ,2,68,1233, ,R4,90 WILLIAM STREET,3C,10038,1,0,1,1967,2,R4,1660.00,2017-01-25
2521,1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS            ,2,68,1258, ,R4,90 WILLIAM STREET,15D,10038,1,0,1,1967,2,R4,862.50,2017-03-20
2522,1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS            ,2,68,1271, ,R4,90 WILLIAM STREET,14E,10038,1,0,1,1967,2,R4,0.00,2017-01-24
2523,1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS            ,2,68,1294, ,R4,90 WILLIAM STREET,8G,10038,1,0,1,1967,2,R4,1130.00,2016-10-13
2524,1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS            ,2,68,1308, ,R4,90 WILLIAM ST,8H,10038,1,0,1,1967,2,R4,0.00,2017-03-02
2525,1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS            ,2,72,1008, ,R4,170 JOHN STREET,3/4C,10038,1,0,1,1840,2,R4,0.00,2017-01-04
2526,1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS            ,2,76,1107, ,R4,99 JOHN STREET,204,10038,1,0,1,2003,2,R4,900.00,2016-12-22
2527,1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS            ,2,76,1198, ,R4,99 JOHN STREET,517,10038,1,0,1,2003,2,R4,688.00,2017-02-02
2528,1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS            ,2,76,1209, ,R4,99 JOHN STREET,603,10038,1,0,1,2003,2,R4,645.00,2016-10-31
2529,1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS            ,2,76,1212, ,R4,99 JOHN STREET,606,10038,1,0,1,2003,2,R4,0.00,2016-11-23
2530,1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS            ,2,76,1260, ,R4,99 JOHN STREET,802,10038,1,0,1,2003,2,R4,635.00,2017-08-28
2531,1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS            ,2,76,1263, ,R4,99 JOHN STREET,805,10038,1,0,1,2003,2,R4,916.43,2016-11-09
2532,1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS            ,2,76,1265, ,R4,99 JOHN STREET,807,10038,1,0,1,2003,2,R4,0.00,2016-09-23
2533,1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS            ,2,76,1265, ,R4,99 JOHN STREET,807,10038,1,0,1,2003,2,R4,0.00,2016-09-23
2534,1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS            ,2,76,1266, ,R4,99 JOHN STREET,808,10038,1,0,1,2003,2,R4,0.00,2016-09-23
2535,1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS            ,2,76,1301, ,R4,99 JOHN STREET,917,10038,1,0,1,2003,2,R4,675.00,2016-12-27
2536,1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS            ,2,76,1309, ,R4,99 JOHN STREET,925,10038,1,0,1,2003,2,R4,735.00,2016-09-30
2537,1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS            ,2,76,1311, ,R4,99 JOHN STREET,1001,10038,1,0,1,2003,2,R4,0.00,2017-07-19
2538,1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS            ,2,76,1342, ,R4,99 JOHN STREET,1106,10038,1,0,1,2003,2,R4,1180.00,2017-01-06
2539,1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS            ,2,76,1343, ,R4,99 JOHN STREET,1107,10038,1,0,1,2003,2,R4,997.00,2017-03-08
2540,1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS            ,2,76,1385, ,R4,99 JOHN STREET,1224,10038,1,0,1,2003,2,R4,750.00,2017-07-25
2541,1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS            ,2,76,1389, ,R4,99 JOHN STREET,1403,10038,1,0,1,2003,2,R4,2275.00,2017-06-15
2542,1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS            ,2,76,1389, ,R4,99 JOHN STREET,1403,10038,1,0,1,2003,2,R4,0.00,2017-06-15
2543,1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS            ,2,76,1390, ,R4,99 JOHN STREET,1404,10038,1,0,1,2003,2,R4,1095.00,2016-12-12
2544,1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS            ,2,76,1394, ,R4,99 JOHN STREET,1408,10038,1,0,1,2003,2,R4,1137.50,2017-03-30
2545,1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS            ,2,76,1397, ,R4,99 JOHN STREET,1411,10038,1,0,1,2003,2,R4,900.00,2017-04-20
2546,1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS            ,2,76,1440, ,R4,99 JOHN STREET,1802,10038,1,0,1,2003,2,R4,0.00,2016-11-21
2547,1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS            ,2,76,1479, ,R4,99 JOHN STREET,2102,10038,1,0,1,2003,2,R4,1575.00,2017-04-10
2548,1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS            ,2,76,1527, ,R4,99 JOHN STREET,2503,10038,1,0,1,2003,2,R4,962.25,2017-02-01
2549,1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS            ,2,78,1515, ,R4,102 FULTON STREET,7W,10038,1,0,1,1910,2,R4,2197.31,2016-11-29
2550,1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS            ,2,78,1612, ,R4,59 JOHN STREET,3D,10038,1,0,1,1909,2,R4,1570.00,2017-04-04
2551,1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS            ,2,78,1638, ,R4,59 JOHN STREET,6F,10038,1,0,1,1909,2,R4,1950.00,2017-04-24
2552,1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS            ,2,78,1645, ,R4,59 JOHN STREET,7E,10038,1,0,1,1909,2,R4,1170.00,2017-05-02
2553,1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS            ,2,78,1647, ,R4,59 JOHN STREET,7G,10038,1,0,1,1909,2,R4,0.00,2017-01-24
2554,1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS            ,2,78,1656, ,R4,59 JOHN STREET,8H,10038,1,0,1,1909,2,R4,650.00,2017-01-18
2555,1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS            ,2,79,1113, ,R4,71 NASSAU STREET,4B,10038,1,0,1,1906,2,R4,877.00,2017-01-12
2556,1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS            ,2,79,1205, ,R4,130 FULTON STREET,5A,10038,1,0,1,1900,2,R4,2300.00,2017-08-04
2557,1,FINANCIAL,17 CONDO COOPS                             ,2,7,1002, ,R9,1 COENTIES SLIP,RES,10004,42,0,42,0,2,R9,26750.00,2017-07-20
2558,1,FINANCIAL,17 CONDO COOPS                             ,2,7,1002, ,R9,"1 COENTIES SLIP, RES", ,10004,0,0,0,0,2,R9,26750.00,2017-07-20
2559,1,FINANCIAL,17 CONDO COOPS                             ,2,65,1001, ,R9,"65 NASSAU STREET, 7A", ,10038,0,0,0,1900,2,R9,649.00,2016-12-21
2560,1,FINANCIAL,17 CONDO COOPS                             ,2,65,1001, ,R9,"65 NASSAU STREET, 2A", ,10038,0,0,0,1900,2,R9,549.00,2017-08-24
2561,1,FINANCIAL,21 OFFICE BUILDINGS                        ,4,29,1, ,O4,85 BROAD STREET, ,10004,0,1,1,1983,4,O4,652000.00,2017-05-24
2562,1,FINANCIAL,21 OFFICE BUILDINGS                        ,4,38,17, ,O4,88 PINE STREET, ,10005,0,23,23,1973,4,O4,3288.00,2017-07-18
2563,1,FINANCIAL,21 OFFICE BUILDINGS                        ,4,40,3, ,O4,60 WALL STREET, ,10005,0,1,1,1987,4,O4,1040000.00,2017-01-24
2564,1,FINANCIAL,21 OFFICE BUILDINGS                        ,4,42,31, ,O4,80 MAIDEN LANE, ,10038,0,52,52,1912,4,O4,54052.92,2017-08-25
2565,1,FINANCIAL,21 OFFICE BUILDINGS                        ,4,42,36, ,O5,90 MAIDEN LANE, ,10038,0,4,4,1900,4,O5,0.00,2017-08-25
2566,1,FINANCIAL,21 OFFICE BUILDINGS                        ,4,76,7, ,O5,27 CLIFF STREET, ,10038,0,5,5,1948,4,O5,12500.00,2017-08-24
2567,1,FINANCIAL,25 LUXURY HOTELS                           ,4,10,33, ,H2,8 STONE STREET, ,10004,0,1,1,2007,4,H2,0.00,2017-03-24
2568,1,FINANCIAL,25 LUXURY HOTELS                           ,4,10,33, ,H2,8 STONE STREET, ,10004,0,1,1,2007,4,H2,100107.20,2016-09-29
2569,1,FINANCIAL,25 LUXURY HOTELS                           ,4,52,8, ,H2,133 GREENWICH STREET, ,10006,0,318,318,2014,4,H2,203345.00,2016-12-22
2570,1,FINANCIAL,26 OTHER HOTELS                            ,4,40,16, ,H3,52 WILLIAM STREET, ,10005,0,2,2,1902,4,H3,93550.00,2017-01-09
2571,1,FINANCIAL,26 OTHER HOTELS                            ,4,78,20, ,H8,106 FULTON STREET, ,10038,0,3,3,1900,4,H8,51100.00,2016-10-07
2572,1,FINANCIAL,36 OUTDOOR RECREATIONAL FACILITIES         , ,54,30, , ,LIBERTY STREET, ,10006,0,0,0,0,4,Q1,0.00,2017-08-21
2573,1,FINANCIAL,36 OUTDOOR RECREATIONAL FACILITIES         ,4,56,15, ,Z9,148 WASHINGTON STREET, ,10006,0,0,0,0,4,Q1,0.00,2017-08-21
2574,1,FINANCIAL,36 OUTDOOR RECREATIONAL FACILITIES         ,4,56,20, ,V1,155 CEDAR STREET, ,10006,0,0,0,0,4,Q1,0.00,2017-08-21
2575,1,FINANCIAL,36 OUTDOOR RECREATIONAL FACILITIES         ,4,56,21, ,Z9,97 WEST STREET, ,10006,0,0,0,0,4,Q1,0.00,2017-08-21
2576,1,FINANCIAL,37 RELIGIOUS FACILITIES                    , ,54,40, , ,130 LIBERTY STREET, ,10006,0,0,0,0,4,M1,0.00,2017-08-21
2577,1,FINANCIAL,43 CONDO OFFICE BUILDINGS                  ,4,17,1207, ,RB,50 WEST STREET,COMM4,10006,0,0,1,2014,4,RB,554.22,2016-12-15
2578,1,FINANCIAL,43 CONDO OFFICE BUILDINGS                  ,4,55,1009, ,RB,30 RECTOR STREET,1600,10006,0,0,1,1921,4,RB,41321.94,2016-10-07
2579,1,FINANCIAL,43 CONDO OFFICE BUILDINGS                  ,4,55,1010, ,RB,40 RECTOR STREET,1700,10006,0,0,1,1921,4,RB,0.00,2016-10-07
2580,1,FINANCIAL,43 CONDO OFFICE BUILDINGS                  ,4,70,1037, ,RB,125 MAIDEN LANE,5C,10038,0,0,1,1958,4,RB,1700.00,2016-09-12
2581,1,FINANCIAL,46 CONDO STORE BUILDINGS                   ,4,25,1721, ,RK,15 WILLIAM STREET,COM-1,10005,0,0,1,2005,4,RK,0.00,2016-12-22
2582,1,FINANCIAL,46 CONDO STORE BUILDINGS                   ,4,41,1201, ,RK,56 PINE STREET,C1,10005,0,0,1,0,4,RK,4450.00,2017-01-03
2583,1,FINANCIAL,46 CONDO STORE BUILDINGS                   ,4,41,1204, ,RK,56 PINE STREET,C3,10005,0,0,1,0,4,RK,1150.00,2017-04-10
2584,1,FINANCIAL,46 CONDO STORE BUILDINGS                   ,4,52,1102, ,RK,114 LIBERTY STREET,1,10006,0,0,1,1913,4,RK,0.00,2017-04-05
2585,1,FINANCIAL,46 CONDO STORE BUILDINGS                   ,4,79,1101, ,RK,71 NASSAU STREET,C,10038,0,0,1,1906,4,RK,19550.00,2017-01-20
2586,1,FINANCIAL,47 CONDO NON-BUSINESS STORAGE              ,4,53,1134, ,RS,120 GREENWICH STREET,RSU34,10006,0,0,1,1903,4,RS,0.00,2017-02-28
2588,1,FINANCIAL,48 CONDO TERRACES/GARDENS/CABANAS          ,4,53,1155, ,RT,120 GREENWICH STREET,T11,10006,0,0,1,0,4,RT,0.00,2017-03-31
2589,1,FINANCIAL,49 CONDO WAREHOUSES/FACTORY/INDUS          ,4,52,1101, ,RW,114 LIBERTY STREET,CELLAR,10006,0,0,1,1913,4,RW,0.00,2017-04-05
2590,1,FLATIRON,08 RENTALS - ELEVATOR APARTMENTS           ,2,844,8, ,D6,9 EAST 16TH   STREET, ,10003,15,1,16,1900,2,D6,0.00,2017-01-30
2591,1,FLATIRON,08 RENTALS - ELEVATOR APARTMENTS           ,2,844,8, ,D6,9 EAST 16TH   STREET, ,10003,15,1,16,1900,2,D6,489.85,2017-01-27
2592,1,FLATIRON,08 RENTALS - ELEVATOR APARTMENTS           ,2,844,8, ,D6,9 EAST 16TH   STREET, ,10003,15,1,16,1900,2,D6,576.30,2017-01-27
2593,1,FLATIRON,08 RENTALS - ELEVATOR APARTMENTS           ,2,844,8, ,D6,9 EAST 16TH   STREET, ,10003,15,1,16,1900,2,D6,0.00,2016-10-01
2594,1,FLATIRON,10 COOPS - ELEVATOR APARTMENTS             ,2,816,31, ,D4,"10 WEST 15TH STREET, 1716", ,10011,0,0,0,1964,2,D4,1014.00,2016-09-12
2595,1,FLATIRON,10 COOPS - ELEVATOR APARTMENTS             ,2,816,31, ,D4,"10 WEST 15TH STREET, 319", ,10011,0,0,0,1964,2,D4,875.00,2016-09-23
2596,1,FLATIRON,10 COOPS - ELEVATOR APARTMENTS             ,2,816,31, ,D4,"10 WEST 15TH STREET, 1715", ,10011,0,0,0,1964,2,D4,991.00,2016-10-07
2597,1,FLATIRON,10 COOPS - ELEVATOR APARTMENTS             ,2,816,31, ,D4,"10 WEST 15TH STREET, 718", ,10011,0,0,0,1964,2,D4,875.00,2016-09-30
2598,1,FLATIRON,10 COOPS - ELEVATOR APARTMENTS             ,2,816,31, ,D4,"10 WEST 15TH STREET, 927", ,10011,0,0,0,1964,2,D4,580.00,2016-10-21
2599,1,FLATIRON,10 COOPS - ELEVATOR APARTMENTS             ,2,816,31, ,D4,"10 WEST 15TH STREET, 210", ,10011,0,0,0,1964,2,D4,1385.00,2016-11-18
2600,1,FLATIRON,10 COOPS - ELEVATOR APARTMENTS             ,2,816,31, ,D4,"10 WEST 15TH STREET, 1106", ,10011,0,0,0,1964,2,D4,920.00,2016-11-30
2601,1,FLATIRON,10 COOPS - ELEVATOR APARTMENTS             ,2,816,31, ,D4,"10 WEST 15TH STREET, 1816", ,10011,0,0,0,1964,2,D4,925.00,2017-01-11
2602,1,FLATIRON,10 COOPS - ELEVATOR APARTMENTS             ,2,816,31, ,D4,10 WEST 15, ,10011,0,0,0,1964,2,D4,2420.15,2017-01-10
2603,1,FLATIRON,10 COOPS - ELEVATOR APARTMENTS             ,2,816,31, ,D4,"10 WEST 15TH STREET, 313", ,10011,0,0,0,1964,2,D4,0.00,2016-11-28
2604,1,FLATIRON,10 COOPS - ELEVATOR APARTMENTS             ,2,816,31, ,D4,"10 WEST 15TH STREET, 1226", ,10011,0,0,0,1964,2,D4,450.00,2017-01-12
2605,1,FLATIRON,10 COOPS - ELEVATOR APARTMENTS             ,2,816,31, ,D4,"10 WEST 15TH STREET, 2022", ,10011,0,0,0,1964,2,D4,875.00,2017-01-18
2606,1,FLATIRON,10 COOPS - ELEVATOR APARTMENTS             ,2,816,31, ,D4,"10 WEST 15TH STREET, 1523", ,10011,0,0,0,1964,2,D4,755.00,2017-03-02
2607,1,FLATIRON,10 COOPS - ELEVATOR APARTMENTS             ,2,816,31, ,D4,"10 WEST 15TH, 1920", ,10011,0,0,0,1964,2,D4,460.00,2017-03-23
2608,1,FLATIRON,10 COOPS - ELEVATOR APARTMENTS             ,2,816,31, ,D4,10 WEST 15, ,10011,0,0,0,1964,2,D4,950.00,2017-04-19
2609,1,FLATIRON,10 COOPS - ELEVATOR APARTMENTS             ,2,816,31, ,D4,"10 WEST 15TH STREET, 308", ,10011,0,0,0,1964,2,D4,855.00,2017-03-21
2610,1,FLATIRON,10 COOPS - ELEVATOR APARTMENTS             ,2,816,31, ,D4,"10 WEST 15TH STREET, 1126", ,10011,0,0,0,1964,2,D4,601.00,2017-05-25
2611,1,FLATIRON,10 COOPS - ELEVATOR APARTMENTS             ,2,816,31, ,D4,"10 WEST 15TH STREET, 317", ,10011,0,0,0,1964,2,D4,858.00,2017-06-29
2612,1,FLATIRON,10 COOPS - ELEVATOR APARTMENTS             ,2,816,31, ,D4,"10 WEST 15TH STREET, 1723", ,10011,0,0,0,1964,2,D4,987.00,2017-07-11
2613,1,FLATIRON,10 COOPS - ELEVATOR APARTMENTS             ,2,816,31, ,D4,"10 WEST 15TH STREET, 1721", ,10011,0,0,0,1964,2,D4,899.00,2017-07-13
2614,1,FLATIRON,10 COOPS - ELEVATOR APARTMENTS             ,2,816,31, ,D4,"10 WEST 15TH STREET, 528", ,10011,0,0,0,1964,2,D4,1730.00,2017-08-07
2615,1,FLATIRON,10 COOPS - ELEVATOR APARTMENTS             ,2,816,31, ,D4,"10 WEST 15TH STREET, 307", ,10011,0,0,0,1964,2,D4,900.00,2017-08-17
2616,1,FLATIRON,10 COOPS - ELEVATOR APARTMENTS             ,2,816,31, ,D4,"10 WEST 15TH STREET, 5M", ,10011,0,0,0,1964,2,D4,480.00,2017-08-09
2617,1,FLATIRON,10 COOPS - ELEVATOR APARTMENTS             ,2,816,59, ,D0,"30 WEST 15TH STREET, 12NS", ,10011,0,0,0,1908,2,D0,7500.00,2017-08-07
2618,1,FLATIRON,10 COOPS - ELEVATOR APARTMENTS             ,2,816,63, ,D0,"40 WEST 15TH STREET, 6A", ,10011,0,0,0,1903,2,D0,3325.00,2017-05-15
2619,1,FLATIRON,10 COOPS - ELEVATOR APARTMENTS             ,2C,816,75, ,D0,"60 WEST 15TH STREET, 4", ,10011,0,0,0,1920,2,D0,4900.00,2017-06-13
2620,1,FLATIRON,10 COOPS - ELEVATOR APARTMENTS             ,2,817,25, ,D0,"29 WEST 15TH STREET, 5", ,10011,0,0,0,1905,2,D0,2500.00,2017-06-02
2621,1,FLATIRON,10 COOPS - ELEVATOR APARTMENTS             ,2,817,25, ,D0,"29 WEST 15TH STREET, NO. 2", ,10011,0,0,0,1905,2,D0,1865.00,2017-05-23
2622,1,FLATIRON,10 COOPS - ELEVATOR APARTMENTS             ,2,817,29, ,D4,"16 WEST 16TH ST., 1PN", ,10011,0,0,0,1964,2,D4,838.00,2016-10-04
2623,1,FLATIRON,10 COOPS - ELEVATOR APARTMENTS             ,2,817,29, ,D4,"16 WEST 16TH   STREET, 3EN", ,10011,0,0,0,1964,2,D4,0.00,2016-10-19
2624,1,FLATIRON,10 COOPS - ELEVATOR APARTMENTS             ,2,817,29, ,D4,16 WEST 16, ,10011,0,0,0,1964,2,D4,0.00,2016-11-07
2625,1,FLATIRON,10 COOPS - ELEVATOR APARTMENTS             ,2,817,29, ,D4,"16 WEST 16TH STREET, 10WN", ,10011,0,0,0,1964,2,D4,898.50,2016-12-16
2626,1,FLATIRON,10 COOPS - ELEVATOR APARTMENTS             ,2,817,29, ,D4,"16 WEST 16TH STREET, 7GN", ,10011,0,0,0,1964,2,D4,0.00,2016-12-01
2627,1,FLATIRON,10 COOPS - ELEVATOR APARTMENTS             ,2,817,29, ,D4,"16 WEST 16TH   STREET, 2VN", ,10011,0,0,0,1964,2,D4,715.00,2016-12-30
2628,1,FLATIRON,10 COOPS - ELEVATOR APARTMENTS             ,2,817,29, ,D4,"16 WEST 16TH STREET, 1UN", ,10011,0,0,0,1964,2,D4,685.00,2017-01-10
2629,1,FLATIRON,10 COOPS - ELEVATOR APARTMENTS             ,2,817,29, ,D4,"16 WEST 16TH STREET, 9TS", ,10011,0,0,0,1964,2,D4,840.00,2017-01-12
2630,1,FLATIRON,10 COOPS - ELEVATOR APARTMENTS             ,2,817,29, ,D4,"16 WEST 16TH STREET, PHCN", ,10011,0,0,0,1964,2,D4,2225.00,2017-02-14
2631,1,FLATIRON,10 COOPS - ELEVATOR APARTMENTS             ,2,817,29, ,D4,"16 WEST 16TH   STREET, 14RN", ,10011,0,0,0,1964,2,D4,680.00,2017-03-15
2632,1,FLATIRON,10 COOPS - ELEVATOR APARTMENTS             ,2,817,29, ,D4,"16 WEST 16TH STREET, 11JN", ,10011,0,0,0,1964,2,D4,1035.00,2017-03-31
2633,1,FLATIRON,10 COOPS - ELEVATOR APARTMENTS             ,2,817,29, ,D4,"16 WEST 16TH STREET, 6WN", ,10011,0,0,0,1964,2,D4,900.00,2017-04-04
2634,1,FLATIRON,10 COOPS - ELEVATOR APARTMENTS             ,2,817,29, ,D4,"16 WEST 16TH STREET, 3JN", ,10011,0,0,0,1964,2,D4,805.00,2017-05-22
2635,1,FLATIRON,10 COOPS - ELEVATOR APARTMENTS             ,2,817,29, ,D4,"16 WEST 16TH STREET, 1PS", ,10011,0,0,0,1964,2,D4,0.00,2017-07-13
2636,1,FLATIRON,10 COOPS - ELEVATOR APARTMENTS             ,2,817,29, ,D4,"16 WEST 16TH ST, 6H-S", ,10011,0,0,0,1964,2,D4,935.00,2017-07-14
2637,1,FLATIRON,10 COOPS - ELEVATOR APARTMENTS             ,2,817,29, ,D4,"16 WEST 16TH STREET, 10VN", ,10011,0,0,0,1964,2,D4,785.00,2017-07-12
2638,1,FLATIRON,10 COOPS - ELEVATOR APARTMENTS             ,2,817,29, ,D4,"6 WEST 16TH   STREET, 5FS", ,10011,0,0,0,1964,2,D4,535.00,2017-07-25
2639,1,FLATIRON,10 COOPS - ELEVATOR APARTMENTS             ,2,817,29, ,D4,"16 WEST 16TH STREET, 7BN", ,10011,0,0,0,1964,2,D4,760.00,2017-08-01
